name,price,style,switches,backlit,tenkeyless,connection_type,color
Keychron C2 Pro V2,,Standard,Keychron K Pro Red,RGB,false,Wired,Black / Gray
Keychron C2 Pro V2,,Standard,Keychron K Pro Red,White,false,Wired,Black / Gray
Ducky ONE 3,,Gaming,Cherry MX Clear RGB,RGB,false,Wired,White
Ducky ONE 3,,Gaming,Cherry MX Brown RGB,RGB,false,Wired,Gray / White
Ducky ONE 3,,Gaming,Cherry MX Blue RGB,RGB,false,Wired,Gray / White
Ducky ONE 3,,Gaming,Cherry MX Red RGB,RGB,false,Wired,Gray / White
Ducky ONE 3,,Gaming,Cherry MX Brown RGB,RGB,false,Wired,Blue / Black
Ducky ONE 3,,Gaming,Cherry MX Blue RGB,RGB,false,Wired,Blue / Black
Ducky ONE 3,,Gaming,Cherry MX Red RGB,RGB,false,Wired,Blue / Black
Ducky ONE 3,,Gaming,Cherry MX Silent Red RGB,RGB,false,Wired,Blue / Black
Ducky ONE 3,,Gaming,Cherry MX Speed Silver RGB,RGB,false,Wired,Blue / Black
Logitech G915 Lightspeed,,Gaming,Logitech GL Linear,RGB,false,"Wireless, Bluetooth Wireless",Black
Keychron K6,,Standard,Gateron G Pro Blue,White,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K6,,Standard,Gateron G Pro Brown,White,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K6,,Standard,LK Optical Red,White,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K6,,Standard,LK Optical Blue,White,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K6,,Standard,LK Optical Brown,White,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K6,,Standard,Gateron G Pro Red Hot-swappable,White,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K6,,Standard,Gateron G Pro Blue Hot-swappable,White,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K6,,Standard,Gateron G Pro Brown Hot-swappable,White,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K6,,Standard,Gateron G Pro Red,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K6,,Standard,Gateron G Pro Blue,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K6,,Standard,Gateron G Pro Brown,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K6,,Standard,LK Optical Red,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K6,,Standard,LK Optical Blue,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K6,,Standard,LK Optical Brown,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K6,,Standard,Gateron G Pro Red Hot-swappable,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K6,,Standard,Gateron G Pro Blue Hot-swappable,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K6 Aluminum Frame,,Standard,Gateron G Pro Red,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K6 Aluminum Frame,,Standard,Gateron G Pro Blue,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K6 Aluminum Frame,,Standard,Gateron G Pro Brown,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K6 Aluminum Frame,,Standard,LK Optical Red,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K6 Aluminum Frame,,Standard,LK Optical Blue,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K6 Aluminum Frame,,Standard,LK Optical Brown,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K6 Aluminum Frame,,Standard,Gateron G Pro Blue Hot-swappable,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K6 Aluminum Frame,,Standard,Gateron G Pro Brown Hot-swappable,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Corsair K70 CORE SE RGB w/Palmrest,,Gaming,Corsair MLX Red Linear,RGB,false,Wired,White / Gray
Corsair K70 CORE,,Gaming,Corsair MLX Red Linear,RGB,false,Wired,Black
Corsair K70 CORE,,Gaming,Corsair MLX Red Linear,RGB,false,Wired,Black
Corsair K70 CORE,,Gaming,Corsair MLX Red Linear,RGB,false,Wired,Black
Corsair K70 CORE,,Gaming,Corsair MLX Red Linear,RGB,false,Wired,Black
SteelSeries Apex Pro TKL (2023),,Gaming,SteelSeries OmniPoint 2.0,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black
SteelSeries Apex Pro TKL (2023),,Gaming,SteelSeries OmniPoint 2.0,RGB,true,Wired,Black
SteelSeries Apex Pro TKL (2023),,Gaming,SteelSeries OmniPoint 2.0,RGB,true,Wired,Black
Keychron Q1 Pro,,Standard,Keychron K Pro Red,RGB,true,"Wired, Wireless, Bluetooth Wireless",Silver / Gray
Keychron Q1 Pro,,Standard,Keychron K Pro Brown,RGB,true,"Wired, Wireless, Bluetooth Wireless",Silver / Gray
Keychron Q1 Pro,,Standard,Keychron K Pro Banana,RGB,true,"Wired, Wireless, Bluetooth Wireless",Silver / Gray
Keychron Q1 Pro Special Edition,,Standard,Keychron K Pro Banana,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black
Keychron Q1 Pro Special Edition,,Standard,Keychron K Pro Brown,RGB,true,"Wired, Wireless, Bluetooth Wireless",White
Keychron Q1 Pro Special Edition,,Standard,Keychron K Pro Brown,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black
Keychron Q1 Pro Special Edition,,Standard,Keychron K Pro Red,RGB,true,"Wired, Wireless, Bluetooth Wireless",White
Keychron Q1 Pro Special Edition,,Standard,Keychron K Pro Red,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black
Razer Huntsman V3 Pro,,Gaming,Razer Analog Optical Switch Gen-2,RGB,false,Wired,Black
Keychron Lemokey L3,,Standard,Gateron Jupiter Red,,true,Wireless,Black / Red
Keychron Lemokey L3,,Standard,Gateron Jupiter Brown,,true,Wireless,Black / Red
Keychron Lemokey L3,,Standard,Gateron Jupiter Banana,,true,Wireless,Black / Red
Keychron Lemokey L3,,Standard,Gateron Jupiter Red,,true,Wireless,Blue / Yellow
Keychron Lemokey L3,,Standard,Gateron Jupiter Red,,true,Wireless,Gray / Teal
Keychron Lemokey L3,,Standard,Gateron Jupiter Brown,,true,Wireless,Gray / Teal
Keychron Lemokey L3,,Standard,Gateron Jupiter Banana,,true,Wireless,Gray / Teal
Keychron K3 Max,,Standard,Gateron Low-Profile Red,White,true,"Wired, Bluetooth Wireless",Gray
Keychron K3 Max,,Standard,Gateron Low-Profile Blue,White,true,"Wired, Bluetooth Wireless",Gray
Keychron K3 Max,,Standard,Gateron Low-Profile Red,RGB,true,"Wired, Bluetooth Wireless",Gray
Keychron K3 Max,,Standard,Gateron Low-Profile Blue,RGB,true,"Wired, Bluetooth Wireless",Gray
Keychron K3 Max,,Standard,Gateron Low-Profile Brown,RGB,true,"Wired, Bluetooth Wireless",Gray
Keychron K3 Max,,Standard,Gateron Low-Profile Blue,RGB,true,"Wired, Bluetooth Wireless",Gray
Keychron K1 Pro,,Standard,Gateron Low-Profile Brown,White,true,"Wired, Bluetooth Wireless",Black / Red
Keychron K1 Pro,,Standard,Gateron Low-Profile Red,RGB,true,"Wired, Bluetooth Wireless",Black / Red
Keychron K1 Pro,,Standard,Gateron Low-Profile Brown,RGB,true,"Wired, Bluetooth Wireless",Black / Red
Keychron K3 Pro,,Standard,Gateron Low-Profile Red,White,true,"Wired, Bluetooth Wireless",Black
Keychron K3 Pro,,Standard,Gateron Low-Profile Blue,White,true,"Wired, Bluetooth Wireless",Black
Keychron K3 Pro,,Standard,Gateron Low-Profile Brown,White,true,"Wired, Bluetooth Wireless",Black
Keychron K3 Pro,,Standard,Gateron Low-Profile Red,RGB,true,"Wired, Bluetooth Wireless",Black
Keychron K3 Pro,,Standard,Gateron Low-Profile Blue,RGB,true,"Wired, Bluetooth Wireless",Black
Keychron K3 Pro,,Standard,Gateron Low-Profile Brown,RGB,true,"Wired, Bluetooth Wireless",Black
Keychron K3 Pro,,Standard,Gateron Low-Profile Blue (Hot-Swappable),RGB,true,"Wired, Bluetooth Wireless",Black
Keychron K3 Pro,,Standard,Gateron Low-Profile Red,White,true,"Wired, Bluetooth Wireless",White
Keychron K3 Pro,,Standard,Gateron Low-Profile Brown,White,true,"Wired, Bluetooth Wireless",White
Keychron K3 Pro,,Standard,Gateron Low-Profile Red,RGB,true,"Wired, Bluetooth Wireless",White
Keychron K3 Pro,,Standard,Gateron Low-Profile Brown,RGB,true,"Wired, Bluetooth Wireless",White
Keychron K3 Pro,,Standard,Gateron Low-Profile Brown (Hot-Swappable),RGB,true,"Wired, Bluetooth Wireless",White
Keychron K3 Pro,,Standard,Gateron Low-Profile Red,White,true,"Wired, Bluetooth Wireless",Purple / Pink
Keychron K3 Pro,,Standard,Gateron Low-Profile Blue,White,true,"Wired, Bluetooth Wireless",Purple / Pink
Keychron K3 Pro,,Standard,Gateron Low-Profile Brown,White,true,"Wired, Bluetooth Wireless",Purple / Pink
Keychron K5 Pro,,Gaming,Gateron Low-Profile Red,White,false,"Wired, Bluetooth Wireless",Black / Red
Keychron K5 Pro,,Gaming,Gateron Low-Profile Brown,White,false,"Wired, Bluetooth Wireless",Black / Red
Keychron K5 Pro,,Gaming,Gateron Low-Profile Red,RGB,false,"Wired, Bluetooth Wireless",Black / Red
Keychron K5 Pro,,Gaming,Gateron Low-Profile Brown,RGB,false,"Wired, Bluetooth Wireless",Black
Keychron K5 Pro,,Gaming,Gateron Low-Profile Red (Hot-Swappable),RGB,false,"Wired, Bluetooth Wireless",Black / Red
Keychron K5 Pro,,Gaming,Gateron Low-Profile Blue,White,false,"Wired, Bluetooth Wireless",White
Keychron K5 Pro,,Gaming,Gateron Low-Profile Red,RGB,false,"Wired, Bluetooth Wireless",White
Keychron K5 Pro,,Gaming,Gateron Low-Profile Blue,RGB,false,"Wired, Bluetooth Wireless",White
Keychron K7 Pro,,Standard,Gateron Low-Profile Red,White,true,"Wired, Bluetooth Wireless",Black / Red
Keychron K7 Pro,,Standard,Gateron Low-Profile Brown,White,true,"Wired, Bluetooth Wireless",Black / Red
Keychron K7 Pro,,Standard,Gateron Low-Profile Red,RGB,true,"Wired, Bluetooth Wireless",Black / Red
Keychron K7 Pro,,Standard,Gateron Low-Profile Brown,RGB,true,"Wired, Bluetooth Wireless",Black / Red
Keychron K7 Pro,,Standard,Gateron Low-Profile Red (Hot-Swappable),RGB,true,"Wired, Bluetooth Wireless",Black / Red
Keychron K9 Pro,,Standard,Gateron Low-Profile Red,White,true,"Wired, Bluetooth Wireless",Black / Red
Keychron K9 Pro,,Standard,Gateron Low-Profile Brown,White,true,"Wired, Bluetooth Wireless",Black / Red
Keychron K9 Pro,,Standard,Gateron Low-Profile Red,RGB,true,"Wired, Bluetooth Wireless",Black / Red
Keychron K9 Pro,,Standard,Gateron Low-Profile Brown,RGB,true,"Wired, Bluetooth Wireless",Black / Red
Keychron K9 Pro,,Standard,Gateron Low-Profile Red (Hot-Swappable),RGB,true,"Wired, Bluetooth Wireless",Black / Red
Keychron K9 Pro,,Standard,Gateron Low-Profile Brown (Hot-Swappable),RGB,true,"Wired, Bluetooth Wireless",Black / Red
Keychron K11 Pro,,Ergonomic,Gateron Low-Profile Red,White,true,"Wired, Bluetooth Wireless",Black / Red
Keychron K11 Pro,,Ergonomic,Gateron Low-Profile Blue,White,true,"Wired, Bluetooth Wireless",Black / Red
Keychron K11 Pro,,Ergonomic,Gateron Low-Profile Brown,White,true,"Wired, Bluetooth Wireless",Black / Red
Keychron K11 Pro,,Ergonomic,Gateron Low-Profile Red,RGB,true,"Wired, Bluetooth Wireless",Black / Red
Keychron K11 Pro,,Ergonomic,Gateron Low-Profile Blue,RGB,true,"Wired, Bluetooth Wireless",Black / Red
Keychron K11 Pro,,Ergonomic,Gateron Low-Profile Brown,RGB,true,"Wired, Bluetooth Wireless",Black / Red
Keychron K11 Pro,,Ergonomic,Gateron Low-Profile Red (Hot-Swappable),RGB,true,"Wired, Bluetooth Wireless",Black / Red
Keychron K11 Pro,,Ergonomic,Gateron Low-Profile Blue (Hot-Swappable),RGB,true,"Wired, Bluetooth Wireless",Black / Red
Keychron K11 Pro,,Ergonomic,Gateron Low-Profile Brown (Hot-Swappable),RGB,true,"Wired, Bluetooth Wireless",Black / Red
Keychron K13 Pro,,Standard,Gateron Low-Profile Red,White,true,"Wired, Bluetooth Wireless",Black / Red
Keychron K13 Pro,,Standard,Gateron Low-Profile Brown,White,true,"Wired, Bluetooth Wireless",Black / Red
Keychron K13 Pro,,Standard,Gateron Low-Profile Red,RGB,true,"Wired, Bluetooth Wireless",Black / Red
Keychron K13 Pro,,Standard,Gateron Low-Profile Brown,RGB,true,"Wired, Bluetooth Wireless",Black / Red
Keychron K15 Pro,,Ergonomic,Gateron Low-Profile Red,White,true,"Wired, Bluetooth Wireless",Black / Red
Keychron K15 Pro,,Ergonomic,Gateron Low-Profile Blue,Red,true,"Wired, Bluetooth Wireless",Black / Red
Keychron K15 Pro,,Ergonomic,Gateron Low-Profile Brown,Red,true,"Wired, Bluetooth Wireless",Black / Red
Keychron K15 Pro,,Ergonomic,Gateron Low-Profile Red,RGB,true,"Wired, Bluetooth Wireless",Black / Red
Keychron K15 Pro,,Ergonomic,Gateron Low-Profile Blue,RGB,true,"Wired, Bluetooth Wireless",Black / Red
Keychron K15 Pro,,Ergonomic,Gateron Low-Profile Brown,RGB,true,"Wired, Bluetooth Wireless",Black / Red
Keychron K15 Pro,,Ergonomic,Gateron Low-Profile Red (Hot-Swappable),RGB,true,"Wired, Bluetooth Wireless",Black / Red
Keychron K15 Pro,,Ergonomic,Gateron Low-Profile Blue (Hot-Swappable),RGB,true,"Wired, Bluetooth Wireless",Black / Red
Keychron K15 Pro,,Ergonomic,Gateron Low-Profile Brown (Hot-Swappable),RGB,true,"Wired, Bluetooth Wireless",Black / Red
Keychron K17 Pro,,Standard,Gateron Low-Profile Red,White,false,"Wired, Bluetooth Wireless",Black / Red
Keychron K17 Pro,,Standard,Gateron Low-Profile Blue,White,false,"Wired, Bluetooth Wireless",Black / Red
Keychron K17 Pro,,Standard,Gateron Low-Profile Brown,White,false,"Wired, Bluetooth Wireless",Black / Red
Keychron K17 Pro,,Standard,Gateron Low-Profile Blue,RGB,false,"Wired, Bluetooth Wireless",Black / Red
Keychron K17 Pro,,Standard,Gateron Low-Profile Brown,RGB,false,"Wired, Bluetooth Wireless",Black / Red
Keychron K17 Pro,,Standard,Gateron Low-Profile Blue (Hot-Swappable),RGB,false,"Wired, Bluetooth Wireless",Black / Red
Keychron K1 V5,,Standard,Gateron Low-Profile Blue,White,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K1 V5,,Standard,Gateron Low-Profile Brown,White,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K1 V5,,Standard,Keychron Optical Red Low Profile,White,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K1 V5,,Standard,Keychron Optical Blue Low Profile,White,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K1 V5,,Standard,Keychron Optical Brown Low Profile,White,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K1 V5,,Standard,Keychron Optical Banana Low Profile,White,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K1 V5,,Standard,Keychron Optical Mint Low Profile,White,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K1 V5,,Standard,Gateron Low-Profile Red,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K1 V5,,Standard,Gateron Low-Profile Blue,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K1 V5,,Standard,Gateron Low-Profile Brown,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K1 V5,,Standard,Keychron Optical Blue Low Profile,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K1 V5,,Standard,Keychron Optical Brown Low Profile,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K1 V5,,Standard,Keychron Optical Banana Low Profile,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K1 V5,,Standard,Keychron Optical Mint Low Profile,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K3 V2 Ultra-slim,71.39,Standard,Gateron Low-Profile Blue,White,true,"Wired, Wired, Bluetooth Wireless",Black / Gray
Keychron K3 V2 Ultra-slim,,Standard,Keychron Optical Red Low Profile (Hot-Swappable),RGB,true,"Wired, Wired, Bluetooth Wireless",Black / Gray
Keychron K3 V2 Ultra-slim,,Standard,Keychron Optical Blue Low Profile (Hot-Swappable),RGB,true,"Wired, Wired, Bluetooth Wireless",Black / Gray
Keychron K3 V2 Ultra-slim,,Standard,Gateron Low-Profile Blue,White,true,"Wired, Wired, Bluetooth Wireless",Black / Gray
Keychron K3 V2 Ultra-slim,,Standard,Gateron Low-Profile Brown,White,true,"Wired, Wired, Bluetooth Wireless",Black / Gray
Asus ROG Strix Flare II,,Gaming,ROG NX Blue,RGB,false,Wired,Black
Asus ROG Strix Flare II,,Gaming,ROG NX Brown,RGB,false,Wired,Black
Logitech POP Keys Daydream,,Mini,TTC Brown,,true,"Wireless, Bluetooth Wireless",White / Green
Logitech POP Keys Daydream,,Mini,TTC Brown,,true,"Wireless, Bluetooth Wireless",White / Green
Logitech POP Keys Blast,,Mini,TTC Brown,,true,"Wireless, Bluetooth Wireless",Yellow / Black
Logitech POP Keys Daydream,,Mini,TTC Brown,,true,"Wireless, Bluetooth Wireless",White / Green
Logitech POP Keys Blast,,Mini,TTC Brown,,true,"Wireless, Bluetooth Wireless",Pink / Red
Logitech POP Keys Heartbreaker,,Mini,TTC Brown,,true,"Wireless, Bluetooth Wireless",Pink / Red
Logitech POP Keys Blast,,Mini,TTC Brown,,true,"Wireless, Bluetooth Wireless",Yellow / Black
Logitech POP Keys Blast,,Mini,TTC Brown,,true,"Wireless, Bluetooth Wireless",Yellow / Black
Logitech POP Keys Heartbreaker,,Mini,TTC Brown,,true,"Wireless, Bluetooth Wireless",Pink / Red
Logitech POP Keys Daydream,,Mini,TTC Brown,,true,"Wireless, Bluetooth Wireless",White / Green
Logitech POP Keys Blast,,Mini,TTC Brown,,true,"Wireless, Bluetooth Wireless",Yellow / Black
Logitech POP Keys Daydream,,Mini,TTC Brown,,true,"Wireless, Bluetooth Wireless",White / Green
Logitech POP Keys Daydream,,Mini,TTC Brown,,true,"Wireless, Bluetooth Wireless",White / Green
Logitech POP Keys Heartbreaker,,Mini,TTC Brown,,true,"Wireless, Bluetooth Wireless",Pink / Red
Cooler Master CK721,,Gaming,TTC Blue,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black / Gray
Cooler Master CK721,,Gaming,TTC Blue,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black / Gray
Cooler Master CK721,,Gaming,TTC Blue,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black / Gray
Cooler Master CK721,,Gaming,TTC Blue,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black / Gray
Cooler Master CK721,,Gaming,TTC Blue,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black / Gray
Cooler Master CK721,,Gaming,TTC Blue,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black / Gray
Cooler Master CK721,,Gaming,TTC Blue,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black / Gray
Cooler Master CK721,,Gaming,TTC Blue,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black / Gray
Cooler Master CK721,,Gaming,TTC Blue,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black / Gray
Cooler Master CK721,,Gaming,TTC Brown,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black / Gray
Cooler Master CK721,,Gaming,TTC Brown,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black / Gray
Cooler Master CK721,,Gaming,TTC Brown,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black / Gray
Cooler Master CK721,,Gaming,TTC Brown,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black / Gray
Cooler Master CK721,,Gaming,TTC Brown,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black / Gray
Cooler Master CK721,,Gaming,TTC Brown,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black / Gray
Cooler Master CK721,,Gaming,TTC Brown,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black / Gray
Cooler Master CK721,,Gaming,TTC Brown,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black / Gray
Cooler Master CK721,,Gaming,TTC Red,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black / Gray
Cooler Master CK721,,Gaming,TTC Red,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black / Gray
Cooler Master CK721,,Gaming,TTC Red,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black / Gray
Cooler Master CK721,,Gaming,TTC Red,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black / Gray
Cooler Master CK721,,Gaming,TTC Red,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black / Gray
Cooler Master CK721,,Gaming,TTC Red,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black / Gray
Cooler Master CK721,,Gaming,TTC Red,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black / Gray
Cooler Master CK721,,Gaming,TTC Red,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black / Gray
Cooler Master CK721,,Gaming,TTC Blue,RGB,true,"Wired, Wireless, Bluetooth Wireless",Silver / White
Cooler Master CK721,,Gaming,TTC Blue,RGB,true,"Wired, Wireless, Bluetooth Wireless",Silver / White
Cooler Master CK721,,Gaming,TTC Blue,RGB,true,"Wired, Wireless, Bluetooth Wireless",Silver / White
Cooler Master CK721,,Gaming,TTC Blue,RGB,true,"Wired, Wireless, Bluetooth Wireless",Silver / White
Cooler Master CK721,,Gaming,TTC Blue,RGB,true,"Wired, Wireless, Bluetooth Wireless",Silver / White
Cooler Master CK721,,Gaming,TTC Blue,RGB,true,"Wired, Wireless, Bluetooth Wireless",Silver / White
Cooler Master CK721,,Gaming,TTC Blue,RGB,true,"Wired, Wireless, Bluetooth Wireless",Silver / White
Cooler Master CK721,,Gaming,TTC Blue,RGB,true,"Wired, Wireless, Bluetooth Wireless",Silver / White
Cooler Master CK721,,Gaming,TTC Blue,RGB,true,"Wired, Wireless, Bluetooth Wireless",Silver / White
Cooler Master CK721,,Gaming,TTC Brown,RGB,true,"Wired, Wireless, Bluetooth Wireless",Silver / White
Cooler Master CK721,,Gaming,TTC Brown,RGB,true,"Wired, Wireless, Bluetooth Wireless",Silver / White
Cooler Master CK721,,Gaming,TTC Brown,RGB,true,"Wired, Wireless, Bluetooth Wireless",Silver / White
Cooler Master CK721,,Gaming,TTC Brown,RGB,true,"Wired, Wireless, Bluetooth Wireless",Silver / White
Cooler Master CK721,,Gaming,TTC Brown,RGB,true,"Wired, Wireless, Bluetooth Wireless",Silver / White
Cooler Master CK721,,Gaming,TTC Brown,RGB,true,"Wired, Wireless, Bluetooth Wireless",Silver / White
Cooler Master CK721,,Gaming,TTC Brown,RGB,true,"Wired, Wireless, Bluetooth Wireless",Silver / White
Cooler Master CK721,,Gaming,TTC Brown,RGB,true,"Wired, Wireless, Bluetooth Wireless",Silver / White
Cooler Master CK721,,Gaming,TTC Brown,RGB,true,"Wired, Wireless, Bluetooth Wireless",Silver / White
Cooler Master CK721,,Gaming,TTC Red,RGB,true,"Wired, Wireless, Bluetooth Wireless",Silver / White
Cooler Master CK721,,Gaming,TTC Red,RGB,true,"Wired, Wireless, Bluetooth Wireless",Silver / White
Cooler Master CK721,,Gaming,TTC Red,RGB,true,"Wired, Wireless, Bluetooth Wireless",Silver / White
Cooler Master CK721,,Gaming,TTC Red,RGB,true,"Wired, Wireless, Bluetooth Wireless",Silver / White
Cooler Master CK721,,Gaming,TTC Red,RGB,true,"Wired, Wireless, Bluetooth Wireless",Silver / White
Cooler Master CK721,,Gaming,TTC Red,RGB,true,"Wired, Wireless, Bluetooth Wireless",Silver / White
Cooler Master CK721,,Gaming,TTC Red,RGB,true,"Wired, Wireless, Bluetooth Wireless",Silver / White
Cooler Master CK721,,Gaming,TTC Red,RGB,true,"Wired, Wireless, Bluetooth Wireless",Silver / White
Keychron K7,,Slim,Gateron Low-Profile Brown,White,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K7,,Slim,Gateron Low-Profile Blue,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K7,,Slim,Gateron Low-Profile Blue,White,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K7,,Slim,Gateron Low-Profile Red,White,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K7,,Slim,Keychron Optical Mint Low Profile (Hot-Swappable),RGB,true,"Wired, Bluetooth Wireless",Black / Gray
